TABLE_NAME,FIELD_NAME,FIELD_TYPE,SEMANTIC_ROLE,BUSINESS_MEANING,JOIN_HINT,CONFIDENCE,TRUTH_LEVEL,FILTER_POLICY,JOIN_ROLE
CONTRATOS,RETORNO,TEXT,RETURN_DATE,Data de retorno prevista,Controle contratual,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,VALOR,DECIMAL,CONTRACT_VALUE,Valor do contrato,Financeiro,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,VALOR_COMPRA,DECIMAL,PURCHASE_VALUE,Valor de compra,Financeiro,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,DATA_COMPRA,DATE,PURCHASE_DATE,Data da compra,Linha do tempo,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,VALOR_VENDA,DECIMAL,SALE_VALUE,Valor de venda,Financeiro,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,NOTA_ENT,TEXT,ENTRY_INVOICE,Nota fiscal de entrada,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,DATA_VENDA,DATE,SALE_DATE,Data da venda,Linha do tempo,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,MARGEM_VENDA,TEXT,SALE_MARGIN,Margem obtida na venda,Indicador financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,OFERTA,TEXT,OFFER_NAME,Oferta vinculada ao contrato,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,TIPOPAGTO,TEXT,PAYMENT_TYPE,Tipo de pagamento,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_CTRAP,TEXT,SYS_CONTRACT_APP,Contrato no sistema parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_VALOR,TEXT,SYS_CONTRACT_VALUE,Valor no sistema parceiro,Integração financeira,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_CTRATV,TEXT,SYS_ACTIVE_CONTRACT,Contrato ativo no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_DATA_COMPRA,DATE,SYS_PURCHASE_DATE,Data de compra no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_VALOR_COMPRA,TEXT,SYS_PURCHASE_VALUE,Valor de compra no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_DATA_VENDA,DATE,SYS_SALE_DATE,Data de venda no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_VALOR_VENDA,TEXT,SYS_SALE_VALUE,Valor de venda no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_LOJA_ENT,TEXT,SYS_ENTRY_STORE,Loja de entrada no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_LOJA_SAI,TEXT,SYS_EXIT_STORE,Loja de saída no parceiro,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_NOTA_ENT,TEXT,SYS_ENTRY_INVOICE,Nota de entrada no parceiro,Integração fiscal,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_PLANO,TEXT,SYS_PLAN,Plano contratado,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_TIPO,TEXT,SYS_CONTRACT_TYPE,Tipo de contrato,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_TABELA,TEXT,SYS_PRICE_TABLE,Tabela de preços,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,STATUS,ENUM,CONTRACT_STATUS,Status do contrato,Controle operacional,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,OBSERVACAO,TEXT,CONTRACT_NOTES,Observações do contrato,Complemento,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,TIPO_COMISSAO,TEXT,COMMISSION_TYPE,Tipo de comissão,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_CTRTIPO,TEXT,SYS_CONTRACT_MODE,Modalidade do contrato,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_MIGRACAO,TEXT,MIGRATION_FLAG,Indica migração de contrato,Integração,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,ARQUIVO,TEXT,ATTACHMENT_REF,Arquivo vinculado ao contrato,Documentação,0.85,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,LINHA,TEXT,LINE_REFERENCE,Referência da linha,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_MARGEM,TEXT,SYS_MARGIN,Margem no parceiro,Indicador,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,SIS_DESCONTO,TEXT,SYS_DISCOUNT,Desconto no parceiro,Financeiro,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,STATUS_ANALISE_VIVO,TEXT,VIVO_ANALYSIS_STATUS,Status da análise Vivo,Workflow,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS,DT_ANALISE_VIVO,TEXT,VIVO_ANALYSIS_DATE,Data da análise Vivo,Workflow,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,CONTROLE,ID,CONTRACT_ITEM_ID,Identificador do item do contrato,Chave primária lógica,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,CTRCONTRATO,ID,CONTRACT_ID,Contrato ao qual o item pertence,Join com CONTRATOS.CONTROLE,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,CTRTIPO,ID,CONTRACT_ITEM_TYPE,Tipo do item contratual,Classificação,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,OFERTA,TEXT,OFFER_NAME,Oferta vinculada ao item,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,DATA_PAGTO,DATE,PAYMENT_DATE,Data de pagamento do item,Financeiro,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,DATA_IMPORT,DATE,IMPORT_DATE,Data de importação do item,Integração,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
CONTRATOS_ITENS,VALOR,DECIMAL,ITEM_VALUE,Valor financeiro do item do contrato,Financeiro,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
CONVENIOS,CODIGO,TEXT,AGREEMENT_ID,Identificador do convênio,Chave primária,0.99,ENRICHMENT,ALLOWED,OPTIONAL
CONVENIOS,CONVENIO,TEXT,AGREEMENT_NAME,Nome do convênio,Identificação comercial,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CONVENIOS,COMISSAO,TEXT,COMMISSION_RATE,Percentual de comissão do convênio,Regra financeira,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_MOVI,CONTROLE,ID,CORPORATE_MOVE_ID,Identificador da movimentação corporativa,Chave primária lógica,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,EMPRESA,TEXT,COMPANY_ID,Empresa relacionada à movimentação,Join com EMPRESAS.CODIGO,0.99,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,VENDEDOR,TEXT,SALESPERSON_ID,Vendedor envolvido,Join com VENDEDORES.VENDEDOR,0.95,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,DATA,DATE,MOVEMENT_DATE,Data da movimentação,Linha do tempo,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,CLIENTE,TEXT,CUSTOMER_ID,Cliente relacionado,Join com CLIENTES.CODIGO,0.95,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,ACESSOS,TEXT,ACCESS_QTY,Quantidade de acessos,Indicador operacional,0.90,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,LINHAFORA,TEXT,OUTSIDE_LINE_FLAG,Indica linha fora do padrão,Regra operacional,0.90,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,CONTRATADO,TEXT,CONTRACTED_FLAG,Indica item contratado,Controle contratual,0.95,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,PAGO,TEXT,PAID_FLAG,Indica pagamento realizado,Status financeiro,0.98,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,OBS,TEXT,NOTES,Observações da movimentação,Complemento,0.90,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_MOVI,USUARIO,TEXT,USER_ID,Usuário responsável,Join com USUARIOS.USUARIO,0.95,EVENT_LOG,ORDER_ONLY,OPTIONAL
CORP_NIVEIS,CONTROLE,ID,CORPORATE_LEVEL_ID,Identificador do nível corporativo,Chave primária,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,EMPRESA,TEXT,COMPANY_ID,Empresa vinculada,Join com EMPRESAS.CODIGO,0.99,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,VENDEDOR,TEXT,SALESPERSON_ID,Vendedor,Join com VENDEDORES.VENDEDOR,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,MES,TEXT,REFERENCE_MONTH,Mês de referência,Período,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,ANO,TEXT,REFERENCE_YEAR,Ano de referência,Período,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META01_INI,TEXT,TARGET1_START,Início meta 1,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META01_FIN,TEXT,TARGET1_END,Fim meta 1,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META01_COM,TEXT,TARGET1_COMMISSION,Comissão meta 1,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META02_INI,TEXT,TARGET2_START,Início meta 2,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META02_FIN,TEXT,TARGET2_END,Fim meta 2,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META02_COM,TEXT,TARGET2_COMMISSION,Comissão meta 2,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META03_INI,TEXT,TARGET3_START,Início meta 3,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META03_FIN,TEXT,TARGET3_END,Fim meta 3,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META03_COM,TEXT,TARGET3_COMMISSION,Comissão meta 3,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META04_INI,TEXT,TARGET4_START,Início meta 4,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META04_FIN,TEXT,TARGET4_END,Fim meta 4,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META04_COM,TEXT,TARGET4_COMMISSION,Comissão meta 4,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META05_INI,TEXT,TARGET5_START,Início meta 5,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META05_FIN,TEXT,TARGET5_END,Fim meta 5,Regra de meta,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,META05_COM,TEXT,TARGET5_COMMISSION,Comissão meta 5,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,AJUDAMETA,TEXT,TARGET_ASSIST_FLAG,Indica ajuda de meta,Regra de incentivo,0.90,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,AJUDAVALOR,TEXT,TARGET_ASSIST_VALUE,Valor de ajuda de meta,Financeiro,0.90,ENRICHMENT,ALLOWED,OPTIONAL
CORP_NIVEIS,VALORFORA,DECIMAL,OUTSIDE_VALUE,Valor fora da meta,Ajuste,0.90,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,CONTROLE,ID,COUPON_ID,Identificador do cupom,Chave primária,0.99,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,CUPOM,TEXT,COUPON_CODE,Código do cupom de desconto,Identificação promocional,0.99,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,QTDMAX,TEXT,MAX_QTY,Quantidade máxima de uso,Regra promocional,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,QTDMIN,TEXT,MIN_QTY,Quantidade mínima de uso,Regra promocional,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,DATAI,DATE,START_DATE,Data inicial de validade,Vigência,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,DATAF,DATE,END_DATE,Data final de validade,Vigência,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,TIPODESC,TEXT,DISCOUNT_TYPE,Tipo de desconto,Regra comercial,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,PERMITIDO,TEXT,ALLOWED_FLAG,Indica se o cupom é permitido,Validação,0.98,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,FIXO_PERC,TEXT,FIXED_PERCENT,Percentual fixo de desconto,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,FIXO_VALOR,TEXT,FIXED_VALUE,Valor fixo de desconto,Financeiro,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,VALORMIN,DECIMAL,MIN_VALUE,Valor mínimo para aplicar,Regra comercial,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,VALORMAX,DECIMAL,MAX_VALUE,Valor máximo para aplicar,Regra comercial,0.95,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,SENHA,TEXT,COUPON_PASSWORD,Senha do cupom,Segurança,0.90,ENRICHMENT,ALLOWED,OPTIONAL
CUPOM_DESC,ATIVO,BOOLEAN,ACTIVE_FLAG,Indica se o cupom está ativo,Status,0.99,ENRICHMENT,ALLOWED,OPTIONAL
EMPRESAS,CODIGO,TEXT,COMPANY_ID,Identificador único da empresa,PK / joins globais,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FANTASIA,TEXT,TRADE_NAME,Nome fantasia da empresa,Exibição comercial,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,RAZAO,TEXT,LEGAL_NAME,Razão social,Fiscal/jurídico,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ENDERECO,TEXT,ADDRESS_STREET,Endereço da empresa,Localização,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BAIRRO,TEXT,ADDRESS_DISTRICT,Bairro,Localização,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CIDADE,TEXT,CITY_NAME,Cidade,Localização,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ESTADO,TEXT,STATE_CODE,UF,Localização,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CEP,TEXT,POSTAL_CODE,CEP,Localização,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,TELEFONE,TEXT,PHONE,Telefone principal,Contato,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CNPJ,TEXT,CNPJ,CNPJ da empresa,Fiscal,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,INSC_EST,TEXT,STATE_REG,Inscrição estadual,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,GRUPOCEL,TEXT,GROUP_CELL,Grupo econômico/celular,Classificação,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,VR_DESC,DECIMAL,DEFAULT_DISCOUNT,Valor padrão de desconto,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQDESC,TEXT,BLOCK_DISCOUNT,Bloqueia desconto,Regra comercial,0.98,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQDUPL,TEXT,BLOCK_DUPLICATE,Bloqueia duplicidade,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQESTO,TEXT,BLOCK_STOCK,Bloqueia estoque,Operacional,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQLIMI,TEXT,BLOCK_LIMIT,Bloqueia limite financeiro,Crédito,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,IMP_DUPL,TEXT,PRINT_DUPLICATE,Imprime duplicata,Financeiro,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ECF,TEXT,USE_ECF,Utiliza ECF,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,TIPOECF,TEXT,ECF_TYPE,Tipo de ECF,Fiscal,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ATIVO,BOOLEAN,ACTIVE_FLAG,Empresa ativa,Status,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,PORTAECF,TEXT,ECF_PORT,Porta do ECF,Técnico,0.85,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAX,TEXT,FAX_NUMBER,Fax,Contato,0.80,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NUMERO,TEXT,ADDRESS_NUMBER,Número do endereço,Localização,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CONTATO,TEXT,CONTACT_NAME,Pessoa de contato,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,EMAIL,TEXT,EMAIL,E-mail da empresa,Comunicação,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,JUROSC,TEXT,INTEREST_RATE_CONFIG,Juros configurado,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,DUPLDIAS,TEXT,DUPLICATE_DAYS,Dias de duplicata,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,JUROS,TEXT,INTEREST_VALUE,Valor do juros,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CARENCIA,TEXT,GRACE_PERIOD,Período de carência,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CONCOMITANTE,TEXT,CONCURRENT_USE,Permite uso concomitante,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ATUALPROD,TEXT,AUTO_UPDATE_PRODUCT,Atualiza produtos,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ATUALPLAN,TEXT,AUTO_UPDATE_PLAN,Atualiza planos,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQSERIAL,TEXT,BLOCK_SERIAL,Bloqueia controle serial,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQCLIENT,TEXT,BLOCK_CUSTOMER,Bloqueia cliente,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQIMEI,TEXT,BLOCK_IMEI,Bloqueia IMEI,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,DIASSENHA,TEXT,PASSWORD_DAYS,Dias validade senha,Segurança,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CFOP,TEXT,DEFAULT_CFOP,CFOP padrão,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,TIPOCUSTO,TEXT,COST_TYPE,Tipo de custo,Contábil,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,MARGEM_ORCA,TEXT,BUDGET_MARGIN,Margem orçamento,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,EST_FRACAO,TEXT,FRACTIONAL_STOCK,Estoque fracionado,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,TIPODUPL,TEXT,DUPLICATE_TYPE,Tipo de duplicata,Financeiro,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CLAS_A,TEXT,CLASS_A,Classificação A,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CLAS_B,TEXT,CLASS_B,Classificação B,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CLAS_C,TEXT,CLASS_C,Classificação C,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CLAS_D,TEXT,CLASS_D,Classificação D,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,OPERADORA,TEXT,OPERATOR,Operadora,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,MOBILE,TEXT,MOBILE_FLAG,Opera como mobile,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,MARGEM_MEC,TEXT,MECHANIC_MARGIN,Margem mecânica,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,USA_TABELA,TEXT,USE_PRICE_TABLE,Usa tabela de preço,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,GERENTE,TEXT,MANAGER_ID,Gerente responsável,Join USUARIOS,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,COD_SAP,TEXT,SAP_CODE,Código SAP,Integração,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FORNEC,TEXT,SUPPLIER_FLAG,Empresa é fornecedora,Cadastro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,PROD_DIF,TEXT,DIFFERENT_PRODUCT,Produto diferenciado,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,DT_VENDA,TEXT,LAST_SALE_DATE,Data última venda,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,VEN_CLI_NUL,TEXT,ALLOW_NULL_CUSTOMER,Permite venda sem cliente,Regra comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CANCELA_ATV,TEXT,CANCEL_ACTIVE,Cancela atividade,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,OS_ONLINE,TEXT,ONLINE_OS,OS online,Serviços,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,VER_SERIAL,TEXT,CHECK_SERIAL,Verifica serial,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,ATUALCAD,TEXT,AUTO_UPDATE_REGISTER,Atualiza cadastro,Operacional,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NOMETAB01,TEXT,PRICE_TABLE_1,Nome tabela preço 1,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NOMETAB02,TEXT,PRICE_TABLE_2,Nome tabela preço 2,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NOMETAB03,TEXT,PRICE_TABLE_3,Nome tabela preço 3,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NOMETAB04,TEXT,PRICE_TABLE_4,Nome tabela preço 4,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,SINTEGRA,TEXT,SINTEGRA_FLAG,Usa Sintegra,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,EST_SERIAL,TEXT,SERIAL_STOCK,Estoque por serial,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,BLOQESTPRE,TEXT,BLOCK_NEG_STOCK,Bloqueia estoque negativo,Estoque,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CONF_SERIAL,TEXT,CONFIRM_SERIAL,Confirma serial,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,AGENTE,TEXT,AGENT_ID,Agente vinculado,Join AGENTES,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,OS_DATA,DATE,OS_DATE_CONTROL,Controle data OS,Serviços,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CHQ_CAIXA,TEXT,CHECK_CASH,Cheque em caixa,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,VR_CHIP,DECIMAL,CHIP_VALUE,Valor do chip,Telecom,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FORMA_CX,TEXT,CASH_FORM,Forma caixa,Financeiro,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,TRANSF_CONF,TEXT,TRANSFER_CONFIRM,Confirma transferência,Financeiro,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,EST_MIN,TEXT,MIN_STOCK,Estoque mínimo,Estoque,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,EST_RECOMP,TEXT,REPLENISH_STOCK,Estoque reposição,Estoque,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,GERALOG,TEXT,LOG_ENABLE,Gera logs,Auditoria,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,USA_ATACADO,TEXT,WHOLESALE_FLAG,Usa atacado,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CTRCID,ID,CITY_ID,Código cidade,Join cidades,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,NF_E,TEXT,NF_E_FLAG,Emite NF-e,Fiscal,0.99,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,CLASSIF,TEXT,TAX_CLASS,Classificação fiscal,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,OP_TRIB,TEXT,TAX_OPERATION,Operação tributária,Fiscal,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA00,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.90,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA01,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.91,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA02,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.92,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA03,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.93,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA04,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.94,STATE_SOURCE,ALLOWED,OPTIONAL
EMPRESAS,FAIXA05,TEXT,PRICE_RANGE,Faixas de preço,Comercial,0.95,STATE_SOURCE,ALLOWED,OPTIONAL
